card_id,name,cost,power,counter,color,image_url,card_text,rarity,card_type,life,product_id,group_name
EB01-019,Off-White,2,0,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/544547_200w.jpg,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, look at 3 cards from the top of your deck; reveal up to 1 [Donquixote Pirates] type Character card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,Event,0,544547,Extra Booster: Memorial Collection
EB01-020,Chambres,1,0,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/544548_200w.jpg,"[Main] If your Leader has the [Supernovas] type, return 1 of your Characters to the owner's hand, and play up to 1 Character card with a cost of 2 or less from your hand that is a different color than the returned Character. [Trigger] Activate this card's [Main] effect.",C,Event,0,544548,Extra Booster: Memorial Collection
EB01-021,Hannyabal (Alternate Art),0,5000,0,Blue;Purple,https://tcgplayer-cdn.tcgplayer.com/product/544550_200w.jpg,[End of Your Turn] You may return 1 of your [Impel Down] type Characters with a cost of 2 or more to the owner's hand : Add up to 1 DON!! card from your DON!! deck and set it as active.,L,Leader,4,544550,Extra Booster: Memorial Collection
EB01-022,Inazuma (Alternate Art),6,7000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/544552_200w.jpg,"[End of Your Turn] If you have 2 or less cards in your hand, draw 2 cards.",SR,Character,0,544552,Extra Booster: Memorial Collection
EB01-023,Edward Weevil (Seven Warlords of the Sea Binder Set),4,6000,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/648086_200w.jpg,[On Play] Draw 1 card.,R,Character,0,648086,One Piece Promotion Cards
EB01-024,Hamlet,3,4000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/544554_200w.jpg,"If you have 4 or less cards in your hand, all of your [SMILE] type Characters gain +1000 power.",C,Character,0,544554,Extra Booster: Memorial Collection
EB01-025,Fourtricks,3,5000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/544555_200w.jpg,,C,Character,0,544555,Extra Booster: Memorial Collection
EB01-026,Prince Bellett,2,2000,2000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/544556_200w.jpg,"[DON!! x1] [When Attacking] If you have 1 or less cards in your hand, return up to 1 Character with a cost of 3 or less to the owner's hand.",C,Character,0,544556,Extra Booster: Memorial Collection
EB01-027,Mr. 1 (Daz.Bonez) (Beginners Deck Party [ST-23] - [ST-28] Winner Pack),5,6000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/636549_200w.jpg,"If your Leader's type includes ""Baroque Works"", this Character gains +1000 power for every 2 Events in your trash. [On Play] Draw 2 cards and trash 1 card from your hand.",R,Character,0,636549,One Piece Promotion Cards
EB01-028,Gum-Gum Champion Rifle,1,0,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/544559_200w.jpg,"[Counter] If your Leader has the [Impel Down] type, up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, your opponent returns 1 of their active Characters to the owner's hand. [Trigger] Return up to 1 Character with a cost of 3 or less to the bottom of the owner's deck.",R,Event,0,544559,Extra Booster: Memorial Collection
EB01-029,Sorry. I'm a Goner.,1,0,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/544560_200w.jpg,"[Counter] Reveal 1 card from the top of your deck. If the revealed card has a cost of 4 or more, return up to 1 of your Characters to the owner's hand. Then, place the revealed card at the bottom of your deck. [Trigger] Return up to 1 Character with a cost of 8 or less to the owner's hand.",C,Event,0,544560,Extra Booster: Memorial Collection
EB01-030,Loguetown,2,0,0,Blue,https://tcgplayer-cdn.tcgplayer.com/product/544561_200w.jpg,[Activate:Main] You may place this card and 1 card from your hand at the bottom of your deck in any order : Draw 2 cards. [Trigger] Play this card.,C,Stage,0,544561,Extra Booster: Memorial Collection
EB01-031,Kalifa (Alternate Art),5,5000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/544563_200w.jpg,"[On Play] DON!! -1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) : If your Leader has the [Water Seven] type, add up to 2 Character cards with a cost of 4 or less from your trash to your hand.",R,Character,0,544563,Extra Booster: Memorial Collection
EB01-032,Army Wolves,5,7000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/544564_200w.jpg,,C,Character,0,544564,Extra Booster: Memorial Collection
EB01-033,Blueno (033),4,5000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/544565_200w.jpg,"[On Play] DON!! -1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) : If your Leader has the [Water Seven] type, play up to 1 [Water Seven] type Character card with a cost of 5 other than [Blueno] from your hand or trash.",R,Character,0,544565,Extra Booster: Memorial Collection
EB01-034,Ms. Wednesday (Alternate Art),3,4000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/544567_200w.jpg,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Your Opponent's Attack][Once Per Turn] DON!! -1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) : If your Leader's type includes ""Baroque Works"", add up to 1 DON!! card from your DON!! deck and set it as active.",SR,Character,0,544567,Extra Booster: Memorial Collection
EB01-035,Ms. Monday,3,5000,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/544568_200w.jpg,"[On Play] If your Leader's type includes ""Baroque Works"", up to 1 of your Leader or Character cards gains +1000 power during this turn. [Trigger] DON!! -1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) : Play this card.",C,Character,0,544568,Extra Booster: Memorial Collection
EB01-036,Minochihuahua,4,5000,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/544569_200w.jpg,"[Rush] (This card can attack on the turn in which it is played.) [On K.O.] If your Leader has the [Impel Down] type, add up to 1 DON!! card from your DON!! deck and rest it.",C,Character,0,544569,Extra Booster: Memorial Collection
EB01-037,Mr. 9,3,4000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/544570_200w.jpg,[On Your Opponent's Attack] [Once Per Turn] DON!! -1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) : K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,C,Character,0,544570,Extra Booster: Memorial Collection
EB01-038,Oh Come My Way,1,0,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/544571_200w.jpg,"[Counter] DON!! -1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) : If your Leader's type includes ""Baroque Works"", select 1 of your Characters. Change the attack target to the selected Character. [Trigger] DON!! -1: Draw 2 cards.",C,Event,0,544571,Extra Booster: Memorial Collection
EB01-039,Conquerer of Three Worlds Ragnaraku,5,0,0,Purple,https://tcgplayer-cdn.tcgplayer.com/product/544572_200w.jpg,[Main] DON!! -1 (You may return the specified number of DON!! cards from your field to your DON!! deck.) : K.O. up to 1 of your opponent's Characters with a cost of 8 or less. [Trigger] Ad up to 1 DON!! card from your DON!! deck and set it as active.,R,Event,0,544572,Extra Booster: Memorial Collection
EB01-040,Kyros (Alternate Art),0,5000,0,Black;Yellow,https://tcgplayer-cdn.tcgplayer.com/product/544574_200w.jpg,[Activate:Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up : K.O. up to 1 of your opponent's Characters with a cost of 0.,L,Leader,4,544574,Extra Booster: Memorial Collection
EB01-041,Crocus,6,8000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/544575_200w.jpg,,C,Character,0,544575,Extra Booster: Memorial Collection
EB01-042,Scarlet,2,0,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/544576_200w.jpg,"[Activate:Main] You may trash this Character : Play up to 1 [Dressrosa] type Character card with a cost of 3 or less other than [Scarlet] from your hand rested. Then, give up to 1 of your opponent's Characters -2 cost during this turn.",R,Character,0,544576,Extra Booster: Memorial Collection
EB01-043,Spandine (Offline Regional Champion Card Set 2025 Vol.1),3,2000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/681238_200w.jpg,"[On Play] You may place 3 cards with a type including ""CP"" from your trash at the bottom of your deck in any order : Play up to 1 Character card with a type including ""CP"" and a cost of 4 or less other than [Spandine] from your trash rested.",R,Character,0,681238,One Piece Promotion Cards
EB01-044,Funkfreed,1,1000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/544578_200w.jpg,[Activate:Main] You may rest this Character : Up to 1 of your [Spandam] Characters gains +3000 power during this turn.,C,Character,0,544578,Extra Booster: Memorial Collection
EB01-045,Brook (045),3,4000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/544579_200w.jpg,"[On Play] If your opponent has a Character with a cost of 0, this Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)",C,Character,0,544579,Extra Booster: Memorial Collection
EB01-046,Brook (046) (Alternate Art),3,4000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/544581_200w.jpg,"[On Play]/[When Attacking] Give up to 1 of your opponent's Characters -1 cost during this turn. Then, K.O. up to 1 of your opponent's Characters with a cost of 0.",SR,Character,0,544581,Extra Booster: Memorial Collection
EB01-047,Laboon (047),2,4000,0,Black,https://tcgplayer-cdn.tcgplayer.com/product/544582_200w.jpg,"[Once Per Turn] When a Character is K.O.'d, draw 1 card and trash 1 card from your hand.",C,Character,0,544582,Extra Booster: Memorial Collection
EB01-048,Laboon (Treasure Cup 2025),4,5000,1000,Black,https://tcgplayer-cdn.tcgplayer.com/product/629758_200w.jpg,[Activate:Main] You may rest this Character : Give up to 1 of your opponent's Characters -4 cost during this turn.,SR,Character,0,629758,One Piece Promotion Cards
EB01-049,T-Bone (Judge Pack Vol. 5),5,5000,2000,Black,https://tcgplayer-cdn.tcgplayer.com/product/619206_200w.jpg,[On Play] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.,R,Character,0,619206,One Piece Promotion Cards
EB01-050,...I Want to Live!!,3,0,0,Black,https://tcgplayer-cdn.tcgplayer.com/product/544587_200w.jpg,"[Counter] If you have 30 or more cards in your trash, add up to 1 card from the top of your deck to the top of your Life cards.",C,Character,0,544587,Extra Booster: Memorial Collection
EB01-051,Finger Pistol,4,0,0,Black,https://tcgplayer-cdn.tcgplayer.com/product/544588_200w.jpg,[Main] You may trash 2 cards from the top of your deck : K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,R,Event,0,544588,Extra Booster: Memorial Collection
EB01-052,Viola (Alternate Art),2,0,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/544590_200w.jpg,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play]Choose one: • Look at all of your opponent's Life cards and place them back in their Life area in any order. • Turn all of your Life cards face-down.",SR,Character,0,544590,Extra Booster: Memorial Collection
EB01-053,Gastino,3,5000,0,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/544591_200w.jpg,[On Play] Place up to 1 of your opponent's Characters with a cost of 3 or less at the top or bottom of your opponent's Life cards face-up. [Trigger] Give up to a total of 2 of your opponent's Leader or Character cards -3000 power during this turn.,C,Character,0,544591,Extra Booster: Memorial Collection
EB01-054,Gan.Fall,3,4000,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/544592_200w.jpg,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] If your opponent has 1 or less Life cards, K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",R,Character,0,544592,Extra Booster: Memorial Collection
EB01-055,Charlotte Compote,7,9000,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/544593_200w.jpg,,C,Character,0,544593,Extra Booster: Memorial Collection
EB01-056,Charlotte Flampe (Alternate Art),1,1000,2000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/544595_200w.jpg,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand : Draw 1 card.,R,Character,0,544595,Extra Booster: Memorial Collection
EB01-057,Shirahoshi (Alternate Art),2,0,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/544597_200w.jpg,"When this Character is K.O.'d by your opponent's effect, add up to 1 card from the top of your deck to the top of your Life cards. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",SR,Character,0,544597,Extra Booster: Memorial Collection
EB01-058,Mont Blanc Cricket,2,3000,1000,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/544598_200w.jpg,"[DON!! x1] [Your Turn] If you have 2 or less Life cards, this Character gains +2000 power.",C,Character,0,544598,Extra Booster: Memorial Collection
EB01-059,Kingdom Come,6,0,0,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/544599_200w.jpg,"[Main] K.O. up to 1 of your opponent's Characters. Then, trash cards from the top of your Life cards until you have 1 Life card. [Trigger] K.O. up to 1 of your opponent's Characters with a cost equal to or less than the total of your and your opponent's Life cards.",R,Event,0,544599,Extra Booster: Memorial Collection
EB01-060,Did Someone Say...Kami?,4,0,0,Yellow,https://tcgplayer-cdn.tcgplayer.com/product/544600_200w.jpg,"[Main] Play up to 1 [Enel] with a cost of 7 or less life from your hand or trash. Then, trash cards from the top of your Life cards until you have 1 Life card. [Trigger] Draw 2 cards and trash 1 card from your hand.",C,Event,0,544600,Extra Booster: Memorial Collection
EB01-061,Mr.2.Bon.Kurei (Bentham) (Alternate Art),4,1000,1000,Purple,https://tcgplayer-cdn.tcgplayer.com/product/544602_200w.jpg,[On Play] Add up to 1 DON!! card from your DON!! deck and set it as active. [When Attacking] Select up to 1 of your opponent's Characters. This Character's base power becomes the same as the selected Character's power during this turn.,SEC,Character,0,544602,Extra Booster: Memorial Collection
EB02-001,Karoo,5,7000,1000,Red,https://tcgplayer-cdn.tcgplayer.com/product/629089_200w.jpg,,C,Character,0,629089,Extra Booster: Anime 25th Collection
EB02-002,Sabo,4,5000,2000,Red,https://tcgplayer-cdn.tcgplayer.com/product/629090_200w.jpg,"[Activate: Main] You may rest this Character: Up to 1 of your ""Revolutionary Army"" type Characters other than [Sabo] gains +2000 power during this turn.",R,Character,0,629090,Extra Booster: Anime 25th Collection
EB02-003,Tony Tony.Chopper (Alternate Art),3,3000,1000,Red,https://tcgplayer-cdn.tcgplayer.com/product/629092_200w.jpg,"[DON!! x2] [Opponent's Turn] This Character gains +2000 power. [On Play] If your Leader has the ""Straw Hat Crew"" type, give up to 1 rested DON!! card to your Leader or 1 of your Characters.",R,Character,0,629092,Extra Booster: Anime 25th Collection
EB02-004,Don Accino,8,10000,1000,Red,https://tcgplayer-cdn.tcgplayer.com/product/629093_200w.jpg,,C,Character,0,629093,Extra Booster: Anime 25th Collection
EB02-005,Fake Straw Hat Crew,2,3000,0,Red,https://tcgplayer-cdn.tcgplayer.com/product/629094_200w.jpg,[Your Turn] This Character gains +2000 power. [Opponent's Turn] Give this Character 2000 power.,C,Character,0,629094,Extra Booster: Anime 25th Collection
EB02-006,Yamato (Premium Card Collection -6 assort vol.1-),6,7000,0,Red,https://tcgplayer-cdn.tcgplayer.com/product/649704_200w.jpg,"[Activate: Main] [Once Per Turn] If your Leader has the ""Land of Wano"" type or is [Portgas.D.Ace], give up to 1 rested DON!! card to 1 of your Leader. Then, this Character gains [Rush] during this turn.",SR,Character,0,649704,One Piece Promotion Cards
EB02-007,Cloven Rose Blizzard,3,0,0,Red,https://tcgplayer-cdn.tcgplayer.com/product/629097_200w.jpg,"[Main] Up to a total of 3 of your Leader and Character cards gain +1000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less. [Trigger] K.O. up to 1 of your opponent's Characters with 4000 power or less.",C,Event,0,629097,Extra Booster: Anime 25th Collection
EB02-008,The Peak,2,0,0,Red,https://tcgplayer-cdn.tcgplayer.com/product/629098_200w.jpg,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 4 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",R,Event,0,629098,Extra Booster: Anime 25th Collection
EB02-009,Thousand Sunny,2,0,0,Red,https://tcgplayer-cdn.tcgplayer.com/product/629099_200w.jpg,"[Activate: Main] You may rest this Stage: Give up to 1 of your currently given DON!! cards to 1 of your ""Straw Hat Crew"" type Characters.",C,Stage,0,629099,Extra Booster: Anime 25th Collection
EB02-010,Monkey.D.Luffy (Sound Loader - Luffy Edition 2025),0,5000,0,Green;Purple,https://tcgplayer-cdn.tcgplayer.com/product/649772_200w.jpg,"[Activate: Main] [Once Per Turn] DON!! 2: If the only Characters on your field are ""Straw Hat Crew"" type Characters, set up to 2 of your DON!! cards as active. Then, this Leader gains +1000 power until the end of your opponent's next turn.",L,Leader,4,649772,One Piece Promotion Cards
EB02-011,Arlong (Alternate Art),3,4000,1000,Green,https://tcgplayer-cdn.tcgplayer.com/product/629103_200w.jpg,"[On Play] If your Leader has the ""Fish-Man"" or ""East Blue"" type, give up to 1 rested DON!! card to 1 of your Leader. Then, up to 1 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next turn.",SR,Character,0,629103,Extra Booster: Anime 25th Collection
EB02-012,Gaimon,1,1000,1000,Green,https://tcgplayer-cdn.tcgplayer.com/product/629104_200w.jpg,"If you have a [Sarfunkel], this Character gains [Blocker].",C,Character,0,629104,Extra Booster: Anime 25th Collection
EB02-013,Carrot,1,0,2000,Green,https://tcgplayer-cdn.tcgplayer.com/product/629105_200w.jpg,"[On Play] If you have 3 or more DON!! cards on your field, look at 7 cards from the top of your deck; reveal up to 1 [Zou] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Zou] from your hand.",C,Character,0,629105,Extra Booster: Anime 25th Collection
EB02-014,Sarfunkel,2,0,1000,Green,https://tcgplayer-cdn.tcgplayer.com/product/629106_200w.jpg,[On Play] Play up to 1 [Gaimon] from your hand.,C,Character,0,629106,Extra Booster: Anime 25th Collection
EB02-015,Jewelry Bonney (Alternate Art),7,7000,1000,Green,https://tcgplayer-cdn.tcgplayer.com/product/629108_200w.jpg,"[On Play] Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase. Then, set up to 1 of your DON!! cards as active at the end of this turn.",SR,Character,0,629108,Extra Booster: Anime 25th Collection
EB02-016,Chopperman,5,6000,1000,Green,https://tcgplayer-cdn.tcgplayer.com/product/629109_200w.jpg,"Also treat this card's name as [Tony Tony.Chopper] according to the rules. [On Play] Play up to 1 ""Animal"" type Character card with a cost of 3 or less from your hand.",C,Character,0,629109,Extra Booster: Anime 25th Collection
EB02-017,Nami (Alternate Art),1,2000,1000,Green,https://tcgplayer-cdn.tcgplayer.com/product/629111_200w.jpg,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 ""Straw Hat Crew"" type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",R,Character,0,629111,Extra Booster: Anime 25th Collection
EB02-018,Buggy,4,6000,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/629112_200w.jpg,"[On Play] If you have no other [Buggy] Characters, up to 1 of your Leader gains [Double Attack] during this turn. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",R,Character,0,629112,Extra Booster: Anime 25th Collection
EB02-019,Roronoa Zoro (Winner Pack 2025 Vol. 3),4,5000,1000,Green,https://tcgplayer-cdn.tcgplayer.com/product/641203_200w.jpg,"If your opponent has 2 or more Characters, this Character can attack Characters on the turn in which it is played. [On Play] If your Leader has the ""Straw Hat Crew"" type, rest up to 1 of your opponent's Characters with a cost of 4 or less.",R,Character,0,641203,One Piece Promotion Cards
EB02-020,We Are!,2,0,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/629114_200w.jpg,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 4 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",R,Event,0,629114,Extra Booster: Anime 25th Collection
EB02-021,Gum-Gum Giant Pistol,3,0,0,Green,https://tcgplayer-cdn.tcgplayer.com/product/629115_200w.jpg,"[Main] Up to 1 of your ""Straw Hat Crew"" type Characters gains +6000 power during this turn. Then, the selected Character will not become active in your next Refresh Phase. [Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.",C,Event,0,629115,Extra Booster: Anime 25th Collection
EB02-022,Usopp (Alternate Art),4,5000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/629117_200w.jpg,"[On Play] If you have 2 or less Characters with 5000 power or more, play up to 1 Character card with 6000 power or less and no base effect from your hand.",R,Character,0,629117,Extra Booster: Anime 25th Collection
EB02-023,Crocodile,4,5000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/629118_200w.jpg,"[Your Turn] [Once Per Turn] When your opponent's Character is returned to the owner's hand by your effect, look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.",C,Character,0,629118,Extra Booster: Anime 25th Collection
EB02-024,Sogeking,4,5000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/629119_200w.jpg,"Also treat this card's name as [Usopp] according to the rules. [On Play] Draw 2 cards and place 2 cards from your hand at the bottom of your deck in any order. Then, return up to 1 Character with a cost of 1 or less to the owner's hand.",C,Character,0,629119,Extra Booster: Anime 25th Collection
EB02-025,Donquixote Rosinante,2,3000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/629120_200w.jpg,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: If your Leader is [Donquixote Rosinante], look at 5 cards from the top of your deck; play up to 1 Character card with a cost of 2 or less rested. Then, place the rest at the bottom of your deck in any order.",R,Character,0,629120,Extra Booster: Anime 25th Collection
EB02-026,Nefeltari Vivi (Alternate Art),3,2000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/629122_200w.jpg,"[On Play] If your Leader is multicolored and you have 5 or less cards in your hand, draw 2 cards.",SR,Character,0,629122,Extra Booster: Anime 25th Collection
EB02-027,Vista,4,5000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/629123_200w.jpg,[On Play] Place up to 1 of your opponent's Characters with 1000 power or less at the bottom of the owner's deck.,C,Character,0,629123,Extra Booster: Anime 25th Collection
EB02-028,Portgas.D.Ace,5,5000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/629124_200w.jpg,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", look at 5 cards from the top of your deck; reveal up to 1 Character card with a cost of 2 and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 Character card with a cost of 2 from your hand rested.",R,Character,0,629124,Extra Booster: Anime 25th Collection
EB02-029,Grandpa Ryu,3,5000,1000,Blue,https://tcgplayer-cdn.tcgplayer.com/product/629125_200w.jpg,,C,Character,0,629125,Extra Booster: Anime 25th Collection
